playerID,nameFirst,nameLast,bats
freemji01,Jimmy,Freeman,L
freemjo01,John,Freeman,R
freemju01,Julie,Freeman,R
freemju02,Justin,Freeman,R
freemla01,LaVel,Freeman,L
freemma01,Mark,Freeman,R
freemma02,Marvin,Freeman,R
freemmi01,Mike,Freeman,L
freemsa01,Sam,Freeman,R
freesda01,David,Freese,R
freesge01,George,Freese,R
freesge02,Gene,Freese,R
freezja01,Jake,Freeze,R
fregoji01,Jim,Fregosi,R
freibve01,Vern,Freiburger,R
freigho01,Howard,Freigau,R
freimna01,Nate,Freiman,R
freiral01,Alejandro,Freire,R
freisda01,Dave,Freisleben,R
freitda01,David,Freitas,R
freitto01,Tony,Freitas,R
frencbi01,Bill,French,
frencch01,Charlie,French,L
frencji01,Jim,French,L
frencla01,Larry,French,R
frenclu01,Luke,French,L
frencpa01,Pat,French,R
frencra01,Ray,French,R
frencwa01,Walt,French,L
freybe01,Benny,Frey,R
freyji99,Jim,Frey,L
freylo01,Lonny,Frey,L
freyst01,Steve,Frey,R
friasca01,Carlos,Frias,R
friasha01,Hanley,Frias,B
friaspe01,Pepe,Frias,R
fribebe01,Bernie,Friberg,R
fricama01,Marion,Fricano,R
frickfo99,Ford,Frick,
fridask01,Skipper,Friday,R
fridlji01,Jim,Fridley,R
friedbo01,Bob,Friedrichs,R
friedch01,Christian,Friedrich,R
friedcy01,Cy,Fried,L
friedma01,Max,Fried,L
frielbi01,Bill,Friel,L
frielpa01,Pat,Friel,B
frienbo01,Bob,Friend,R
frienda01,Danny,Friend,L
frienfr01,Frank,Freund,
frienow01,Owen,Friend,R
frierbu01,Buck,Frierson,R
frierer01,Ernesto,Frieri,R
friespe01,Pete,Fries,L
frilljo01,John,Frill,R
frinkfr01,Fred,Frink,R
frisbch01,Charlie,Frisbee,B
friscfr01,Frankie,Frisch,B
friseda01,Danny,Frisella,L
friskem01,Emil,Frisk,L
fritzch01,Charlie,Fritz,
fritzha01,Harry,Fritz,R
fritzla01,Larry,Fritz,L
froatbi01,Bill,Froats,L
frobedo01,Doug,Frobel,L
frocksa01,Sam,Frock,R
froelbe01,Al,Froehlich,R
frohwto01,Todd,Frohwirth,R
frommar01,Art,Fromme,R
frostda01,Dave,Frost,R
frutoem01,Emiliano,Fruto,R
fryech01,Charlie,Frye,R
fryeje01,Jeff,Frye,R
fryerer01,Eric,Fryer,R
fryja01,Jace,Fry,L
fryje01,Jerry,Fry,R
fryjo01,Johnson,Fry,R
frymatr01,Travis,Fryman,R
frymawo01,Woodie,Fryman,R
frypa01,Paul,Fry,L
fuchsch01,Charlie,Fuchs,B
fuchsju99,Judge,Fuchs,
fuentbr01,Brian,Fuentes,L
fuentjo01,Josh,Fuentes,R
fuentmi01,Miguel,Fuentes,R
fuentmi02,Mike,Fuentes,R
fuentre01,Rey,Fuentes,L
fuentti01,Tito,Fuentes,B
fuhrmol01,Ollie,Fuhrman,B
fuhros01,Oscar,Fuhr,L
fujikky01,Kyuji,Fujikawa,L
fukudko01,Kosuke,Fukudome,L
fukumka01,Kazuo,Fukumori,R
fulchje01,Jeff,Fulchino,R
fuldsa01,Sam,Fuld,L
fulghdo01,Dot,Fulghum,R
fulghjo01,John,Fulgham,R
fullecu01,Curt,Fullerton,L
fulleed01,Ed,Fuller,R
fullefr01,Frank,Fuller,B
fulleha01,Harry,Fuller,
fulleji01,Jim,Fuller,R
fullejo01,John,Fuller,L
fulleni01,Nig,Fuller,R
fullesh01,Shorty,Fuller,R
fulleve01,Vern,Fuller,R
fullich01,Chick,Fullis,R
fullmbr01,Brad,Fullmer,L
fulmeca01,Carson,Fulmer,R
fulmech01,Chick,Fulmer,R
fulmech02,Chris,Fulmer,R
fulmemi01,Michael,Fulmer,R
fulmewa01,Washington,Fulmer,
fultobi01,Bill,Fulton,R
fultzaa01,Aaron,Fultz,L
fultzda01,Dave,Fultz,R
fundema01,Mark,Funderburk,R
funkfr01,Frank,Funk,R
funkhky01,Kyle,Funkhouser,R
funkli01,Liz,Funk,L
funkto01,Tom,Funk,L
furbuch01,Charlie,Furbush,L
furcara01,Rafael,Furcal,B
furilca01,Carl,Furillo,R
furmajj01,J. J.,Furmaniak,R
fussech01,Chris,Fussell,R
fusseed01,Eddie,Fusselback,R
fussefr01,Fred,Fussell,L
fussele01,Les,Fusselman,R
fyhrimi01,Mike,Fyhrie,R
gabbaka01,Kason,Gabbard,L
gabinar01,Armando,Gabino,R
gablefr01,Frank,Gabler,R
gablega01,Gabe,Gabler,L
gablega02,John,Gabler,B
gableke01,Ken,Gables,R
gabrile01,Len,Gabrielson,L
gabrile02,Len,Gabrielson,L
gaddyjo01,John,Gaddy,R
gaedeed01,Eddie,Gaedel,R
gaettga01,Gary,Gaetti,R
gaffbr01,Brent,Gaff,R
gaffkfa01,Fabian,Gaffke,R
gaffnjo99,John,Gaffney,
gagliph01,Phil,Gagliano,R
gaglira01,Ralph,Gagliano,L
gagneer01,Eric,Gagne,R
gagnegr01,Greg,Gagne,R
gagnied01,Ed,Gagnier,R
gagnoch01,Chick,Gagnon,R
gagnodr01,Drew,Gagnon,R
gagusch01,Charlie,Geggus,R
gailled01,Eddie,Gaillard,R
gainede01,Del,Gainer,R
gaineja01,Jay,Gainer,L
gainejo01,Joe,Gaines,R
gainene01,Nemo,Gaines,L
gainety01,Ty,Gainey,L
gaisefr01,Fred,Gaiser,
gajkost01,Steve,Gajkowski,R
gakelda01,Dan,Gakeler,R
galanau01,Augie,Galan,B
galanma99,Matt,Galante,R
galaran01,Andres,Galarraga,R
galarar01,Armando,Galarraga,R
galasbo01,Bob,Galasso,L
galatmi01,Milt,Galatzer,L
galehde01,Denny,Galehouse,R
galeri01,Rich,Gale,R
galero01,Rocky,Gale,R
gallaal01,Al,Gallagher,R
gallabi01,Bill,Gallagher,
gallabo01,Bob,Gallagher,L
gallaca01,Cam,Gallagher,R
gallada01,Dave,Gallagher,R
gallado01,Doug,Gallagher,R
gallaed01,Ed,Gallagher,B
gallagi01,Gil,Gallagher,B
gallaja01,Jackie,Gallagher,L
gallaji01,Pete,Galligan,
gallajo01,John,Gallagher,R
gallajo02,Joe,Gallagher,R
gallase01,Sean,Gallagher,R
gallash01,Shorty,Gallagher,
gallawi01,William,Gallagher,
gallayo01,Yovani,Gallardo,R
gallegi01,Giovanny,Gallegos,R
gallemi01,Mike,Gallego,R
gallest01,Stan,Galle,R
galleza01,Zac,Gallen,R
gallibe01,Bert,Gallia,R
galliji01,John,Galligan,
galliph01,Phil,Gallivan,R
galljo01,John,Gall,R
galloch01,Chick,Galloway,R
gallois01,Isaac,Galloway,R
galloji01,Jim,Galloway,B
gallojo01,Joey,Gallo,L
gallomi01,Mike,Gallo,L
galveba01,Balvino,Galvez,R
galvifr01,Freddy,Galvis,B
galviji01,Jim,Galvin,R
galvijo01,John,Galvin,
galvilo01,Lou,Galvin,
galvipu01,Pud,Galvin,R
gamblbo01,Bob,Gamble,R
gambljo01,John,Gamble,R
gamblle01,Lee,Gamble,L
gamblos01,Oscar,Gamble,L
gamboed01,Eddie,Gamboa,R
gamelbe01,Ben,Gamel,L
gamelma01,Mat,Gamel,L
gammoda01,Daff,Gammons,R
gandagu01,Gus,Gandarillas,R
gandich01,Chick,Gandil,R
gandybo01,Bob,Gandy,L
ganlebo01,Bob,Ganley,L
gannobi01,Bill,Gannon,
gannogu01,Gussie,Gannon,L
gannojo01,Joe,Gannon,
gantejo01,Joe,Gantenbein,L
gantjo01,John,Gant,R
gantnji01,Jim,Gantner,L
gantro01,Ron,Gant,R
ganzeba01,Babe,Ganzel,R
ganzech01,Charlie,Ganzel,R
ganzejo01,John,Ganzel,R
garabed01,Eddy,Garabito,B
garagjo01,Joe,Garagiola,L
garagke01,Keith,Garagozzo,L
garatvi01,Victor,Garate,L
garbabo01,Bob,Garbark,R
garbami01,Mike,Garbark,R
garbeba01,Barbaro,Garbey,R
garbebo01,Bob,Garber,R
garbege01,Gene,Garber,R
garboal01,Alex,Garbowski,R
garcefr01,Frank,Garces,L
garceri01,Rich,Garces,R
garciad01,Adonis,Garcia,R
garciad02,Adolis,Garcia,R
garciam01,Amaury,Garcia,R
garcian01,Anderson,Garcia,R
garciar01,Aramis,Garcia,R
garciav01,Avisail,Garcia,R
garcibr01,Bryan,Garcia,R
garcica01,Carlos,Garcia,R
garcich01,Chico,Garcia,R
garcich02,Christian,Garcia,R
garcida01,Damaso,Garcia,R
garcida02,Danny,Garcia,L
garcida03,Daniel,Garcia,R
garcida99,Dave,Garcia,R
garcide01,Deivi,Garcia,R
garcied01,Edgar,Garcia,R
garcifr01,Freddy,Garcia,R
garcifr02,Freddy,Garcia,R
garcigr01,Greg,Garcia,L
garcigu01,Guillermo,Garcia,R
garciha01,Harvey,Garcia,R
garcija01,Santiago,Casilla,R
garcija02,Jaime,Garcia,L
garcija03,Jason,Garcia,R
garcija04,Jarlin,Garcia,L
garcije01,Jesse,Garcia,R
garcijo01,Jose,Garcia,R
garcijo02,Jose,Garcia,R
garcika01,Karim,Garcia,L
garciki01,Kiko,Garcia,R
garcile01,Leo,Garcia,L
garcile02,Leury,Garcia,B
garcilu01,Luis,Garcia,R
garcilu02,Luis,Garcia,R
garcilu03,Luis,Garcia,R
garcilu04,Luis,Garcia,L
garcilu05,Luis,Garcia,R
garcimi01,Mike,Garcia,R
garcimi02,Miguel,Garcia,L
garcimi03,Mike,Garcia,R
garcino01,Nomar,Garciaparra,R
garcion01,Onelki,Garcia,L
garcipe01,Pedro,Garcia,R
garcira01,Ramon,Garcia,R
garcira02,Ralph,Garcia,R
garcira03,Ramon,Garcia,R
garcire01,Reynaldo,Garcia,R
garciri01,Rico,Garcia,R
garciro01,Rosman,Garcia,R
garciro02,Robel,Garcia,B
garciro03,Rony,Garcia,R
garciwi01,Willy,Garcia,R
garciyi01,Yimi,Garcia,R
gardeal01,Al,Gardella,L
gardeda01,Danny,Gardella,L
gardeni01,Nick,Gardewine,R
gardero01,Ron,Gardenhire,R
gardiar01,Art,Gardiner,R
gardimi01,Mike,Gardiner,B
gardnal01,Alex,Gardner,R
gardnar01,Art,Gardner,L
gardnbi01,Bill,Gardner,
gardnbi02,Billy,Gardner,R
gardnbr01,Brett,Gardner,L
gardnch01,Chris,Gardner,R
gardnea01,Earle,Gardner,R
gardngi01,Gid,Gardner,R
gardngl01,Glenn,Gardner,R
gardnha01,Harry,Gardner,R
gardnje01,Jeff,Gardner,L
gardnji01,Jim,Gardner,
gardnla01,Larry,Gardner,L
gardnle01,Lee,Gardner,R
gardnma01,Mark,Gardner,R
gardnra01,Ray,Gardner,R
gardnro01,Rob,Gardner,R
gardnwe01,Wes,Gardner,R
garfibi01,Bill,Garfield,R
garibar01,Art,Garibaldi,R
garibbo01,Bob,Garibaldi,L
garibda01,Daniel,Garibay,L
garkory01,Ryan,Garko,R
garlajo01,Jon,Garland,R
garlalo01,Lou,Garland,R
garlawa01,Wayne,Garland,R
garliky01,Kyle,Garlick,R
garmami01,Mike,Garman,R
garmsde01,Debs,Garms,L
garneco01,Cole,Garner,R
garnedu01,Dustin,Garneau,R
garnepe01,Perci,Garner,R
garneph01,Phil,Garner,R
garonwi01,Willie,Garoni,R
garread01,Adrian,Garrett,L
garream01,Amir,Garrett,R
garrebr01,Braxton,Garrett,L
garrecl01,Clarence,Garrett,R
garregr01,Greg,Garrett,B
garrere01,Reed,Garrett,R
garresc01,Scott,Garrelts,R
garrewa01,Wayne,Garrett,L
garrice01,Cecil,Garriott,L
garricl01,Cliff,Garrison,R
garrifo01,Ford,Garrison,R
garrigi01,Gil,Garrido,R
garriha01,Hank,Garrity,R
garrist01,Steve,Garrison,B
garriwe01,Webster,Garrison,R
garrra01,Ralph,Garr,L
garryji01,Jim,Garry,L
gartory01,Ryan,Garton,R
garvemi01,Mitch,Garver,R
garvene01,Ned,Garver,R
garvest01,Steve,Garvey,R
garvije01,Jerry,Garvin,L
garvine01,Ned,Garvin,R
garzama01,Matt,Garza,R
gaspaha01,Harry,Gaspar,R
gasparo01,Rod,Gaspar,B
gassach01,Charlie,Gassaway,L
gassnda01,Dave,Gassner,R
gastato01,Tom,Gastall,R
gastfed01,Ed,Gastfield,R
gastjo01,John,Gast,L
gastoal01,Alex,Gaston,R
gastoci01,Cito,Gaston,R
gastomi01,Milt,Gaston,R
gastowe01,Welcome,Gaston,
gastrha01,Hank,Gastright,R
gatesbr01,Brent,Gates,B
gatesjo01,Joe,Gates,L
gatesmi01,Mike,Gates,L
gatewau01,Aubrey,Gatewood,R
gathrjo01,Joey,Gathright,L
gatinfr01,Frank,Gatins,
gattiev01,Evan,Gattis,R
gaubjo01,John,Gaub,R
gaudeji01,Jim,Gaudet,R
gaudich01,Chad,Gaudin,R
gaulemi01,Mike,Gaule,L
gausmke01,Kevin,Gausman,L
gautrdo01,Doc,Gautreau,R
gautrsi01,Sid,Gautreaux,B
gaver01,,McGovern,
gavigsa01,Sam,Gaviglio,R
gawch01,Chippy,Gaw,R
gazelmi01,Mike,Gazella,R
gearda01,Dale,Gear,R
gearhga01,Gary,Gearhart,R
gearidi01,Dinty,Gearin,L
gearrco01,Cory,Gearrin,R
gearybo01,Bob,Geary,R
gearyge01,Geoff,Geary,R
gearyhu01,Huck,Geary,L
gebhabo01,Bob,Gebhard,R
gebripe01,Pete,Gebrian,R
geddeji01,Jim,Geddes,R
gedeoel01,Elmer,Gedeon,R
gedeojo01,Joe,Gedeon,R
gedmari01,Rich,Gedman,L
gedneco01,Count,Gedney,
geedi01,Dillon,Gee,R
geejo01,Johnny,Gee,L
geerbi01,Billy,Geer,
geerjo01,Josh,Geer,R
gehrich01,Charlie,Gehringer,L
gehrihe01,Hank,Gehring,R
gehrilo01,Lou,Gehrig,L
gehrmpa01,Paul,Gehrman,R
geierph01,Phil,Geier,L
geigega01,Gary,Geiger,L
geisbi01,Bill,Geiss,
geiseda01,Dave,Geisel,L
geishve01,Vern,Geishert,R
geissem01,Emil,Geiss,R
gelbech01,Charlie,Gelbert,R
gelnajo01,John,Gelnar,R
geltzst01,Steve,Geltz,R
genewjo01,Joe,Genewich,R
geninfr01,Frank,Genins,
gennesc01,Scooter,Gennett,L
genovge01,George,Genovese,L
gentiji01,Jim,Gentile,L
gentisa01,Sam,Gentile,L
gentrcr01,Craig,Gentry,R
gentrga01,Gary,Gentry,R
gentrha01,Harvey,Gentry,L
gentrru01,Rufe,Gentry,R
georgal01,Alex,George,L
georgbi01,Bill,George,R
georgch01,Chris,George,R
georgch02,Chris,George,L
georggr01,Greek,George,R
georgle01,Lefty,George,L
georgos01,Oscar,Georgy,R
geragbe01,Ben,Geraghty,R
gerarda01,Dave,Gerard,R
gerbecr01,Craig,Gerber,L
gerbege01,George,Gerberman,R
gerbejo01,Joey,Gerber,R
gerbemi01,Mike,Gerber,L
gerbewa01,Wally,Gerber,R
gerenbo01,Bob,Geren,R
gerhajo01,Joe,Gerhardt,R
gerhake01,Ken,Gerhart,R
gerharu01,Rusty,Gerhardt,B
gerheal01,Al,Gerheauser,L
gerkege01,George,Gerken,R
gerkist01,Steve,Gerkin,R
gerlajo01,Johnny,Gerlach,R
germado01,Domingo,German,R
germaes01,Esteban,German,R
germafr01,Franklyn,German,R
germaju01,Justin,Germano,R
germale01,Les,German,R
germego01,Gonzalez,Germen,R
gernedi01,Dick,Gernert,R
gerneed01,Ed,Gerner,L
geronce01,Cesar,Geronimo,L
gertelo01,Lou,Gertenrich,R
gerutjo01,Jody,Gerut,L
gervale01,Lefty,Gervais,L
gervasa01,Sammy,Gervacio,R
gessldo01,Doc,Gessler,L
gessnch01,Charlie,Gessner,
getteal01,Al,Gettel,R
gettiby01,Byron,Gettis,R
gettich01,Charlie,Gettig,R
gettito01,Tom,Gettinger,L
gettmja01,Jake,Gettman,B
getzch01,Chris,Getz,L
getzgu01,Gus,Getz,R
getzich01,Pretzels,Getzien,R
geyerru01,Rube,Geyer,R
geygach01,Chappie,Geygan,R
gharrpa01,Patsy,Gharrity,R
ghelfto01,Tony,Ghelfi,R
giallbo01,Bob,Giallombardo,L
giambja01,Jason,Giambi,L
giambje01,Jeremy,Giambi,L
giannjo01,Joe,Giannini,L
giannra01,Ray,Giannelli,L
giardjo01,Joe,Giard,L
giarrto01,Tony,Giarratano,B
giavojo01,Johnny,Giavotella,R
gibauia01,Ian,Gibaut,R
gibboja01,Jay,Gibbons,L
gibbojo01,Joe,Gibbon,R
gibbojo02,John,Gibbons,R
gibbsja01,Jake,Gibbs,L
gibrast01,Steve,Gibralter,R
gibsobo01,Bob,Gibson,R
gibsobo02,Bob,Gibson,R
gibsoch01,Charlie,Gibson,R
gibsoch02,Charlie,Gibson,R
gibsode01,Derrick,Gibson,R
gibsofr01,Frank,Gibson,B
gibsoge01,George,Gibson,R
gibsojo99,Josh,Gibson,R
gibsoki01,Kirk,Gibson,L
gibsoky01,Kyle,Gibson,R
gibsono01,Norwood,Gibson,R
gibsopa01,Paul,Gibson,R
gibsoro01,Robert,Gibson,R
gibsoru01,Russ,Gibson,R
gibsosa01,Sam,Gibson,L
gibsowh01,Whitey,Gibson,
gickge01,George,Gick,B
gideobr01,Brett,Gideon,R
gideoji01,Jim,Gideon,R
giebefl01,Floyd,Giebell,L
giebejo01,Joe,Giebel,R
gielpa01,Paul,Giel,R
gieseda01,Dan,Giese,R
giffoji99,Jim,Gifford,
giggibo01,Bob,Giggie,R
gigonno01,Norm,Gigon,R
gilbe01,Benji,Gil,R
gilbean01,Andy,Gilbert,R
gilbebi01,Bill,Gilbert,
gilbebi02,Billy,Gilbert,R
gilbebu01,Buddy,Gilbert,L
gilbech01,Charlie,Gilbert,L
gilbeha01,Harry,Gilbert,
gilbeja01,Jack,Gilbert,L
gilbejo01,John,Gilbert,
gilbejo02,Joe,Gilbert,R
gilbela01,Larry,Gilbert,L
gilbema01,Mark,Gilbert,B
gilbepe01,Pete,Gilbert,
gilbesh01,Shawn,Gilbert,R
gilbeto01,Tookie,Gilbert,L
gilbewa01,Wally,Gilbert,R
gilbrbi01,Bill,Gilbreth,L
gilbrro01,Rod,Gilbreath,R
giledo01,Don,Gile,R
gilesbr01,Brian,Giles,R
gilesbr02,Brian,Giles,L
gileske01,Ken,Giles,R
gilesma01,Marcus,Giles,R
gileswa99,Warren,Giles,
gilfija01,Jason,Gilfillan,R
gilgahu01,Hugh,Gilgan,
gilge01,Geronimo,Gil,R
gilgu01,Gus,Gil,R
gilhage01,George,Gilham,R
gilhofr01,Frank,Gilhooley,L
gilje01,Jerry,Gil,R
gilkebe01,Bernard,Gilkey,R
gilksbo01,Bob,Gilks,R
gillaco01,Conor,Gillaspie,L
gillebo01,Bob,Gillespie,R
gilleca01,Carden,Gillenwater,R
gillecl01,Claral,Gillenwater,R
gilleco01,Cole,Gillespie,R
gilled01,Ed,Gill,L
gilledu01,John,Gillespie,R
gilleji01,John,Gillespie,L
gillepa01,Paul,Gillespie,L
gillepe01,Patrick,Gillespie,L
gillesa01,Sam,Gillen,
gilleto01,Tom,Gillen,
gilleto02,Tom,Gilles,R
gillge01,George,Gill,R
gillha01,Haddie,Gill,L
gilliba01,Barney,Gilligan,R
gilligr01,Grant,Gillis,R
gillija01,Jack,Gilligan,B
gilliji01,Jim,Gilliam,B
gillipa01,Paul,Gilliford,R
gillipa99,Pat,Gillick,L
gillji01,Jim,Gill,
gilljo01,Johnny,Gill,L
gillpge01,George,Gillpatrick,R
gillwa01,Warren,Gill,R
gilmaji01,Jim,Gilman,
gilmapi01,Pit,Gilman,L
gilmase01,Sean,Gilmartin,L
gilmofr01,Frank,Gilmore,R
gilmogr01,Grover,Gilmore,L
gilmoji01,Thomas,Gilmore,
gilmole01,Len,Gilmore,R
gilro01,Henry,Gilroy,
gilrojo01,John,Gilroy,
gilsoha01,Hal,Gilson,R
gimenan01,Andres,Gimenez,L
gimench01,Chris,Gimenez,R
gimenhe01,Hector,Gimenez,B
gindlca01,Caleb,Gindl,L
gingbi01,Billy,Ging,R
gingrjo01,Joe,Gingras,R
ginkeke01,Kevin,Ginkel,L
ginnti01,Tinsley,Ginn,L
ginsbjo01,Joe,Ginsberg,L
ginteke01,Keith,Ginter,R
gintema01,Matt,Ginter,R
giolilu01,Lucas,Giolito,R
gionfal01,Al,Gionfriddo,L
giordto01,Tommy,Giordano,R
giovaed01,Ed,Giovanola,L
gipsoch01,Charles,Gipson,R
girarch01,Charlie,Girard,R
girarjo01,Joe,Girardi,R
girodch01,Chad,Girodo,L
gissech01,Chris,Gissell,R
giulito01,Tony,Giuliani,R
giustda01,Dave,Giusti,R
givenbr01,Brian,Givens,R
givenmy01,Mychal,Givens,R
gladdda01,Dan,Gladden,R
gladdfr01,Fred,Gladding,L
gladdji01,Jim,Gladd,R
gladefr01,Fred,Glade,R
gladmbu01,Buck,Gladmon,
gladuro01,Roland,Gladu,L
glaisjo01,John,Glaiser,L
glanvdo01,Doug,Glanville,R
glaseno01,Norman,Glaser,R
glasnty01,Tyler,Glasnow,L
glassja01,Jack,Glasscock,R
glassto01,Tom,Glass,R
glaubke01,Keith,Glauber,R
glaustr01,Troy,Glaus,R
glavelu01,Luke,Glavenich,R
glavimi01,Mike,Glavine,L
glavito01,Tommy,Glaviano,R
glavito02,Tom,Glavine,L
glazera01,Ralph,Glaze,R
glaznwh01,Whitey,Glazner,R
gleasbi01,Bill,Gleason,R
gleasbi02,Bill,Gleason,
gleasbi03,Billy,Gleason,R
gleasha01,Harry,Gleason,R
gleasja01,Jack,Gleason,R
gleasjo01,Joe,Gleason,R
gleaski01,Kid,Gleason,B
gleasro01,Roy,Gleason,B
gleatje01,Jerry Don,Gleaton,L
gleesji01,Jim,Gleeson,B
gleicfr01,Frank,Gleich,L
glenabo01,Bob,Glenalvin,B
glendma01,Martin,Glendon,R
glennbo01,Bob,Glenn,R
glennbr01,Brad,Glenn,R
glenned01,Ed,Glenn,R
glenned02,Ed,Glenn,R
glennha01,Harry,Glenn,L
glennjo01,John,Glenn,R
glennjo02,Joe,Glenn,R
glennjo03,John,Glenn,R
gliatsa01,Sal,Gliatto,B
glinage01,George,Glinatsis,R
gloadro01,Ross,Gload,L
glockno01,Norm,Glockson,R
glossal01,Al,Glossop,B
glovega01,Gary,Glover,R
gloveko01,Koda,Glover,R
glynnbi01,Bill,Glynn,L
glynned01,Ed,Glynn,R
glynnry01,Ryan,Glynn,R
goarjo01,Jot,Goar,R
gobblji01,Jimmy,Gobble,L
gochnjo01,John,Gochnaur,R
godarjo01,John,Godar,R
godbyda01,Danny,Godby,R
goddajo01,Joe,Goddard,R
godfrgr01,Graham,Godfrey,R
godleza01,Zack,Godley,R
godwijo01,John,Godwin,R
godwity01,Tyrell,Godwin,L
goebbja01,Jake,Goebbert,L
goebeed01,Ed,Goebel,R
goeckbi01,Billy,Goeckel,R
goedder01,Erik,Goeddel,R
goeddty01,Tyler,Goeddel,R
goetzge01,George,Goetz,
goetzjo01,John,Goetz,R
goffje01,Jerry,Goff,L
goforda01,David,Goforth,R
goggich01,Chuck,Goggin,B
gogolbi01,Bill,Gogolewski,L
goharlu01,Luiz,Gohara,L
gohrgr01,Greg,Gohr,R
goinsry01,Ryan,Goins,L
goldbbr01,Brad,Goldberg,R
goldeji01,Jim,Golden,L
goldemi01,Mike,Golden,R
goldero01,Roy,Golden,R
goldmjo01,Jonah,Goldman,R
goldsfr01,Fred,Goldsmith,R
goldsgo01,Gordon,Goldsberry,L
goldsha01,Hal,Goldsmith,R
goldsiz01,Izzy,Goldstein,B
goldslo01,Lon,Goldstein,L
goldspa01,Paul,Goldschmidt,R
goldswa01,Wally,Goldsmith,
goldswa02,Walt,Goldsby,L
goldypu01,Purnal,Goldy,R
goletst01,Stan,Goletz,L
goliami01,Mike,Goliat,R
golsogr01,Greg,Golson,R
goltzda01,Dave,Goltz,R
golviwa01,Walt,Golvin,L
gombeau01,Austin,Gomber,L
gomesbr01,Brandon,Gomes,R
gomesjo01,Jonny,Gomes,R
gomeswa01,Wayne,Gomes,R
gomesya01,Yan,Gomes,R
gomezal01,Alexis,Gomez,L
gomezca01,Carlos,Gomez,R
gomezch01,Chile,Gomez,R
gomezch02,Chris,Gomez,R
gomezhe01,Hector,Gomez,R
gomezje01,Jeanmar,Gomez,R
gomezle01,Lefty,Gomez,L
gomezle02,Leo,Gomez,R
gomezlu01,Luis,Gomez,R
gomezma01,Mauro,Gomez,R
gomezmi01,Miguel,Gomez,B
gomezpa01,Pat,Gomez,L
gomezpr01,Preston,Gomez,R
gomezra01,Randy,Gomez,R
gomezro01,Roberto,Gomez,R
gomezru01,Ruben,Gomez,R
gondeje01,Jesse,Gonder,L
gonsast01,Stephen,Gonsalves,L
gonsoto01,Tony,Gonsolin,R
gonzaad01,Adrian,Gonzalez,L
gonzaal01,Alex,Gonzalez,R
gonzaal02,Alex,Gonzalez,R
gonzaal03,Alberto,Gonzalez,R
gonzaal04,Alfredo,Gonzalez,R
gonzaan01,Andy,Gonzalez,R
gonzaca01,Carlos,Gonzalez,L
gonzach01,Chi Chi,Gonzalez,R
gonzada01,Dan,Gonzales,L
gonzade01,Denny,Gonzalez,R
gonzadi01,Dicky,Gonzalez,R
gonzaed01,Edgar,Gonzalez,R
gonzaed02,Edgar,Gonzalez,R
gonzaen01,Enrique,Gonzalez,R
gonzaer01,Erik,Gonzalez,R
gonzaeu01,Eusebio,Gonzalez,R
gonzafe01,Fernando,Gonzalez,R
gonzafr99,Fredi,Gonzalez,R
gonzaga01,Gabe,Gonzalez,B
gonzage01,German,Gonzalez,R
gonzagi01,Gio,Gonzalez,R
gonzaje01,Geremi,Gonzalez,R
gonzajo01,Joe,Gonzales,R
gonzajo02,Jose,Gonzalez,R
gonzaju01,Julio,Gonzalez,R
gonzaju02,Julio,Gonzalez,R
gonzaju03,Juan,Gonzalez,R
gonzala01,Larry,Gonzales,R
gonzala02,Lariel,Gonzalez,R
gonzalu01,Luis,Gonzalez,L
gonzalu02,Luis,Gonzalez,R
gonzalu03,Luis,Gonzalez,L
gonzama01,Marwin,Gonzalez,B
gonzama02,Marco,Gonzales,L
gonzame01,Merandy,Gonzalez,R
gonzami01,Mike,Gonzalez,R
gonzami02,Mike,Gonzalez,R
gonzami03,Miguel,Gonzalez,R
gonzami04,Miguel,Gonzalez,R
gonzami05,Miguel,Gonzalez,R
gonzaor01,Orlando,Gonzalez,L
gonzape01,Pedro,Gonzalez,R
gonzara01,Raul,Gonzalez,R
gonzare01,Rene,Gonzales,R
gonzase01,Severino,Gonzalez,R
gonzato01,Tony,Gonzalez,L
gonzavi01,Vince,Gonzales,L
gonzavi02,Victor,Gonzalez,L
gonzawi01,Wiki,Gonzalez,R
goochch01,Charlie,Gooch,R
goochjo01,Johnny,Gooch,B
goochle01,Lee,Gooch,R
goodahe01,Herb,Goodall,R
goodan01,Andrew,Good,R
goodebi01,Bill,Goodenough,L
goodedw01,Dwight,Gooden,R
goodejo01,John,Goodell,R
goodfmi01,Mike,Goodfellow,R
goodge01,Gene,Good,L
goodmbi01,Billy,Goodman,L
goodmiv01,Ival,Goodman,L
goodmja01,Jake,Goodman,
goodra01,Ralph,Good,R
goodrni01,Niko,Goodrum,B
goodsed01,Ed,Goodson,L
goodwar01,Art,Goodwin,
goodwbr01,Brian,Goodwin,L
goodwcl01,Clyde,Goodwin,R
goodwcu01,Curtis,Goodwin,L
goodwda01,Danny,Goodwin,L
goodwi01,Wilbur,Good,L
goodwji01,Jim,Goodwin,L
goodwma01,Marv,Goodwin,R
goodwpe01,Pep,Goodwin,L
goodwto01,Tom,Goodwin,L
goodyni01,Nick,Goody,R
goolsra01,Ray,Goolsby,R
goossgr01,Greg,Goossen,R
gorbogl01,Glen,Gorbous,L
gordira01,Ray,Gordinier,B
gordoal01,Alex,Gordon,L
gordobr01,Brian,Gordon,L
